,idnum,uniq_id,pais,year,wave,nationality,estratopri,strata,upm,prov1t,ur1new,q1tb,q2,wt,weight1500,core_a_core_b,a4,covid2at,idio2,idio2cov,fs2,fs2covidn,covid11n,it1,jc13,jc13covid,jc15a,jccov1,jccov2,vic1ext,aoj11,countfair1,countfair2,countfair3,countfair4,wvsi2,wvsi3,chm1bn,chm2bn,cses6n,b0t,b2,b3,b4,b6,b32,b47a,dst1bn,pr3dnr,pr3enr,drk1c,drk1n,drr1,drr1a,drr1b,m1,ing4,anestg,pn4,exc6,exc2,exc7new,mil10a,mil10e,ccch1,ccch3,ccch4,ccch6,ccus1,ccus3,ccus4,ccus6,ctaware,ctspecific1,ctdiffuse1,ctdiffuse2,edr,ocup4a,q10newt,q11n,q12c,q12bn,covidedu1_1,covidedu1_2,covidedu1_3,covidedu1_4,covidedu1_5,covidedu2,etid,gi0n,r3,r4,r6,r7,r15,r18n,r18,r16,r27,psc1n,psc1c1,psc1c2_1,psc1c2_2,psc1c2_3,psc1c2_4,psc1c2_5,psc1c2_6,psc1c2_7,psc1c2_8,psc1c2_9,psc1c2_10,psc1c2_11,psc1c2_12,psc1c2_13,psc1c2_14,psc1c2_15,psc1c2_16,psc1c2_17,psc1c2_18,psc1c2_19,psc1c2_77,psc1c3,psc1t1_1,psc1t1_2,psc1t1_3,psc1t1_4,psc1t1_5,psc1t1_6,psc1t1_77,psc1c4,psc1t2_1,psc1t2_2,psc1t2_3,psc1t2_4,psc1t2_5,psc1t2_6,psc1t2_7,psc1t2_8,psc1t2_9,psc1t2_10,psc1t2_11,psc1t2_12,psc1t2_13,psc1t2_14,psc1t2_15,psc1t2_16,psc1t2_17,psc1t2_18,psc1t2_19,psc1t2_77,psc1t3,psc1t4,psc2n,psc2r1,psc2r2_1,psc2r2_2,psc2r2_3,psc2r2_4,psc2r2_5,psc2r2_6,psc2r2_7,psc2r2_8,psc2r2_9,psc2r2_10,psc2r2_11,psc2r2_12,psc2r2_13,psc2r2_14,psc2r2_15,psc2r2_16,psc2r2_17,psc2r2_18,psc2r2_19,psc2r2_99,psc2r2_77,psc2c1,psc2c2_1,psc2c2_2,psc2c2_3,psc2c2_4,psc2c2_5,psc2c2_6,psc2c2_7,psc2c2_8,psc2c2_9,psc2c2_10,psc2c2_11,psc2c2_12,psc2c2_13,psc2c2_14,psc2c2_15,psc2c2_16,psc2c2_17,psc2c2_18,psc2c2_19,psc2c2_77,psc2f1,psc2f2_1,psc2f2_2,psc2f2_3,psc2f2_4,psc2f2_5,psc2f2_6,psc2f2_7,psc2f2_8,psc2f2_9,psc2f2_10,psc2f2_11,psc2f2_12,psc2f2_13,psc2f2_14,psc2f2_15,psc2f2_16,psc2f2_17,psc2f2_18,psc2f2_19,psc2f2_77,psc2f3,psc2f4_1,psc2f4_2,psc2f4_3,psc2f4_77,psc7n,psc8n,psc9n,psc14,psc12n,psc11n,psc11an,psc15,psc16,psc13n_1,psc13n_2,psc13n_3,psc13n_4,psc13n_5,psc13n_7,psc13n_11,psc13n_12,psc13n_13,psc13n_77,conocim,municipio1t,idiomaq,formatq,sexi,srvyrid,fecha,gpt_results,gpt_distance,gpt_num_preg,gpt_distance_norm,gpt_distance_norm_wt
1661,170916.0,21170170916.0,17,2021,2021,17,1708.0,1700002021,170927621,1700001.0,2.0,1,26,0.49868065,0.24842942,Core A,71.0,3.0,2.0,,0.0,,1,2.0,,,2.0,2.0,,,,,,2.0,1.0,2.0,,1.0,,,3.0,3.0,1.0,2.0,3.0,3.0,6.0,4.0,1.0,1.0,2.0,2.0,2.0,,,3.0,4.0,3.0,3.0,0.0,,,3.0,3.0,1.0,3.0,,,,,,,3.0,4.0,2.0,2.0,3.0,,,,,,,,,,,,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701077.0,1,6,2,30.0,2021-03-01,"(8.0, 7, 1.1428571428571428)",8.0,7,1.1428571428571428,0.569920744214739
1662,69417.0,21170069417.0,17,2021,2021,17,1703.0,1700002021,170332921,1700014.0,1.0,2,59,0.5850734,0.291468,Core A,13.0,3.0,2.0,,0.0,,2,2.0,,2.0,2.0,,2.0,,,,,2.0,3.0,1.0,,,2.0,2.0,5.0,7.0,3.0,1.0,1.0,5.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,1992.0,2.0,5.0,7.0,4.0,4.0,0.0,,,4.0,3.0,,,,,1.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1714012.0,1,6,2,30.0,2021-02-16,"(6.0, 9, 0.6666666666666666)",6.0,9,0.6666666666666666,0.39004894097646076
1666,37421.0,21170037421.0,17,2021,2021,17,1708.0,1700002021,170140121,1700001.0,2.0,1,70,0.3462358,0.17248546,Core A,15.0,1.0,2.0,,0.0,,2,2.0,,2.0,2.0,,2.0,,,,,3.0,2.0,,1.0,2.0,,3.0,4.0,7.0,6.0,7.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,,,5.0,4.0,4.0,1.0,0.0,,,3.0,2.0,,,,,3.0,2.0,3.0,2.0,4.0,2.0,1.0,5.0,3.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1701017.0,1,6,2,30.0,2021-02-09,"(2.0, 10, 0.2)",2.0,10,0.2,0.06924716234207154
1669,36798.0,21170036798.0,17,2021,2021,17,1703.0,1700002021,170020821,1700007.0,1.0,2,30,0.44082642,0.21960798,Core A,1.0,2.0,3.0,1.0,0.0,,2,2.0,,2.0,2.0,,2.0,,,2.0,2.0,,,2.0,,,2.0,5.0,5.0,6.0,5.0,5.0,7.0,4.0,5.0,2.0,3.0,1.0,3.0,3.0,1.0,2018.0,3.0,2.0,5.0,2.0,3.0,0.0,,,2.0,3.0,,,,,1.0,3.0,4.0,,4.0,2.0,4.0,2.0,3.0,,,,,,,,,,,,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1707013.0,1,6,2,30.0,2021-02-02,"(8.0, 10, 0.8)",8.0,10,0.8,0.3526611328125
1670,171521.0,21170171521.0,17,2021,2021,17,1704.0,1700002021,170233721,1700024.0,1.0,1,24,1.869442,0.9313062,Core A,1.0,3.0,3.0,2.0,0.0,,2,3.0,,2.0,2.0,1.0,,,,,,1.0,3.0,,2.0,2.0,,1.0,5.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,,2.0,2.0,2.0,,,3.0,3.0,3.0,3.0,1.0,,,3.0,3.0,,,,,1.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1724015.0,1,6,2,30.0,2021-02-11,"(8.0, 9, 0.8888888888888888)",8.0,9,0.8888888888888888,1.6617262098524304
1674,296528.0,21170296528.0,17,2021,2021,17,1705.0,1700002021,170014521,1700013.0,3.0,2,57,1.1761583,0.58593076,Core A,70.0,1.0,2.0,,0.0,,2,2.0,1.0,,2.0,1.0,,,,,,1.0,2.0,2.0,,2.0,,4.0,1.0,5.0,6.0,2.0,5.0,2.0,6.0,1.0,3.0,4.0,4.0,4.0,1.0,1978.0,1.0,2.0,5.0,1.0,2.0,1.0,,,1.0,,,,,,1.0,1.0,4.0,,3.0,4.0,4.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1713077.0,1,6,2,30.0,2021-02-02,"(12.0, 8, 1.5)",12.0,8,1.5,1.7642374634742737
1676,16897.0,21170016897.0,17,2021,2021,17,1708.0,1700002021,170631221,1700001.0,2.0,2,55,0.36654475,0.18260284,Core A,70.0,3.0,3.0,2.0,0.0,,2,2.0,2.0,,2.0,,2.0,,,1.0,3.0,,,1.0,,,2.0,5.0,3.0,2.0,2.0,2.0,7.0,6.0,4.0,2.0,2.0,,3.0,2.0,2.0,,,5.0,7.0,3.0,3.0,0.0,,,,,4.0,,4.0,,,,,,3.0,2.0,4.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1701077.0,1,6,2,30.0,2021-02-23,"(7.0, 10, 0.7)",7.0,10,0.7,0.2565813273191452
1677,184127.0,21170184127.0,17,2021,2021,17,1708.0,1700002021,170912721,1700001.0,2.0,1,52,0.3462358,0.17248546,Core A,13.0,3.0,2.0,,0.0,,2,1.0,,2.0,2.0,,2.0,,,2.0,3.0,,,2.0,,,,5.0,7.0,7.0,3.0,2.0,,3.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,,,5.0,7.0,4.0,3.0,0.0,,,3.0,1.0,,,,,3.0,1.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1701014.0,1,6,2,30.0,2021-02-27,"(5.0, 10, 0.5)",5.0,10,0.5,0.17311790585517883
1678,267692.0,21170267692.0,17,2021,2021,17,1704.0,1700002021,170074121,1700003.0,4.0,1,30,1.2920678,0.6436737,Core A,1.0,3.0,3.0,2.0,0.0,,2,1.0,1.0,,,1.0,,,,,,1.0,1.0,2.0,,1.0,,4.0,2.0,4.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,,,5.0,6.0,4.0,4.0,0.0,,,,3.0,,,,,2.0,2.0,,,4.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1703016.0,1,6,2,30.0,2021-02-06,"(10.0, 7, 1.4285714285714286)",10.0,7,1.4285714285714286,1.845811094556536
1679,410820.0,21170410820.0,17,2021,2021,17,1708.0,1700002021,170136021,1700001.0,1.0,1,31,0.5706071,0.2842613,Core A,3.0,2.0,3.0,2.0,1.0,2.0,1,2.0,,1.0,2.0,,1.0,,,1.0,1.0,,,,2.0,,2.0,2.0,7.0,5.0,5.0,7.0,7.0,2.0,7.0,4.0,1.0,1.0,3.0,3.0,1.0,2010.0,3.0,2.0,7.0,1.0,2.0,0.0,,,3.0,4.0,,,,,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701005.0,1,6,2,30.0,2021-02-09,"(8.0, 11, 0.7272727272727273)",8.0,11,0.7272727272727273,0.41498700055209076
1680,382906.0,21170382906.0,17,2021,2021,17,1702.0,1700002021,170005621,1700006.0,1.0,1,38,0.59483683,0.29633185,Core A,70.0,2.0,3.0,2.0,0.0,,2,3.0,,1.0,2.0,,2.0,,,3.0,1.0,,,,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,,,5.0,1.0,4.0,4.0,1.0,,,4.0,2.0,1.0,3.0,3.0,3.0,,,,,2.0,2.0,4.0,5.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1706004.0,1,6,2,30.0,2021-02-01,"(8.0, 12, 0.6666666666666666)",8.0,12,0.6666666666666666,0.39655788739522296
1682,349420.0,21170349420.0,17,2021,2021,17,1708.0,1700002021,170286421,1700001.0,1.0,2,23,0.73256916,0.36494645,Core A,1.0,2.0,3.0,1.0,1.0,1.0,2,1.0,1.0,,2.0,,1.0,,,2.0,2.0,,,,2.0,1.0,,4.0,3.0,6.0,4.0,5.0,1.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,,,5.0,3.0,3.0,4.0,0.0,,,,3.0,3.0,2.0,3.0,2.0,,,,,4.0,,3.0,2.0,3.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701002.0,1,6,2,30.0,2021-02-13,"(10.0, 12, 0.8333333333333334)",10.0,12,0.8333333333333334,0.6104742983977001
1684,82722.0,21170082722.0,17,2021,2021,17,1707.0,1700002021,170009121,1700001.0,1.0,2,56,3.0,1.4945201,Core A,15.0,1.0,3.0,2.0,1.0,2.0,2,4.0,1.0,,2.0,,2.0,,,3.0,1.0,,,,2.0,,,3.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,,,5.0,7.0,4.0,4.0,0.0,,,,,,,,,1.0,3.0,1.0,2.0,3.0,3.0,3.0,5.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1701020.0,1,6,2,30.0,2021-02-01,"(9.0, 11, 0.8181818181818182)",9.0,11,0.8181818181818182,2.4545454545454546
1685,73661.0,21170073661.0,17,2021,2021,17,1708.0,1700002021,170109221,1700001.0,1.0,2,47,0.36654475,0.18260284,Core A,1.0,1.0,3.0,1.0,0.0,,2,3.0,2.0,,2.0,,2.0,,,,,3.0,3.0,,,,,4.0,7.0,7.0,4.0,7.0,7.0,2.0,5.0,2.0,1.0,3.0,3.0,3.0,2.0,,,2.0,7.0,2.0,3.0,0.0,,,,,,,,,2.0,,2.0,2.0,4.0,,,4.0,3.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1701015.0,1,6,2,30.0,2021-02-08,"(3.0, 8, 0.375)",3.0,8,0.375,0.13745428249239922
1687,208283.0,21170208283.0,17,2021,2021,17,1708.0,1700002021,170527621,1700001.0,1.0,2,61,0.36654475,0.18260284,Core A,1.0,2.0,3.0,1.0,0.0,,2,3.0,2.0,,2.0,,,,,2.0,2.0,,,1.0,,,,,1.0,7.0,4.0,6.0,7.0,1.0,5.0,4.0,1.0,4.0,2.0,3.0,1.0,2015.0,1.0,2.0,5.0,1.0,2.0,0.0,,,,3.0,2.0,2.0,4.0,,,,,,3.0,3.0,,4.0,3.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,6,2,30.0,2021-02-20,"(4.0, 9, 0.4444444444444444)",4.0,9,0.4444444444444444,0.1629087792502509
1691,202818.0,21170202818.0,17,2021,2021,17,1702.0,1700002021,170406821,1700006.0,1.0,2,56,0.63259983,0.3151444,Core A,1.0,1.0,2.0,,0.0,,2,2.0,2.0,,2.0,1.0,,,,,,2.0,3.0,2.0,,,2.0,5.0,4.0,7.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,,,4.0,7.0,3.0,4.0,0.0,,,3.0,2.0,,,,,1.0,3.0,4.0,,3.0,3.0,5.0,5.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1706004.0,1,6,2,30.0,2021-02-18,"(6.0, 8, 0.75)",6.0,8,0.75,0.47444987297058105
1692,310631.0,21170310631.0,17,2021,2021,17,1707.0,1700002021,170185321,1700001.0,3.0,2,67,1.8422793,0.9177745,Core A,70.0,4.0,3.0,2.0,0.0,,2,2.0,,2.0,1.0,,1.0,,,,,1.0,2.0,2.0,,,2.0,4.0,1.0,6.0,3.0,7.0,6.0,2.0,6.0,,1.0,1.0,2.0,1.0,2.0,,,1.0,7.0,1.0,1.0,0.0,,,4.0,4.0,,,,,1.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,,,,,,,,,,,,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701019.0,1,6,2,30.0,2021-02-10,"(8.0, 8, 1.0)",8.0,8,1.0,1.842279314994812
1693,325387.0,21170325387.0,17,2021,2021,17,1703.0,1700002021,170228521,1700009.0,1.0,2,75,1.6508073,0.82238823,Core A,1.0,2.0,3.0,2.0,0.0,,2,,2.0,,2.0,2.0,,,,2.0,1.0,,,,2.0,2.0,,4.0,7.0,5.0,4.0,6.0,7.0,7.0,5.0,,1.0,1.0,,2.0,1.0,1983.0,1.0,4.0,6.0,3.0,3.0,0.0,,,3.0,2.0,,,,,2.0,3.0,4.0,,,3.0,4.0,5.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1709012.0,1,6,2,30.0,2021-02-11,"(5.0, 8, 0.625)",5.0,8,0.625,1.0317545384168625
1694,38109.0,21170038109.0,17,2021,2021,17,1708.0,1700002021,170051821,1700001.0,1.0,2,26,0.73256916,0.36494645,Core A,1.0,1.0,2.0,,0.0,,1,2.0,2.0,,2.0,,1.0,,,2.0,2.0,,,1.0,,,1.0,4.0,6.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,,,3.0,5.0,3.0,2.0,0.0,,,,2.0,3.0,2.0,4.0,,,,,,3.0,,,4.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701007.0,1,6,2,30.0,2021-02-04,"(7.0, 11, 0.6363636363636364)",7.0,11,0.6363636363636364,0.46618037332188
1696,236891.0,21170236891.0,17,2021,2021,17,1708.0,1700002021,170056821,1700001.0,1.0,2,40,0.27617496,0.13758302,Core A,2.0,3.0,2.0,,0.0,,1,3.0,2.0,,2.0,,2.0,,,2.0,2.0,,,,1.0,,2.0,5.0,7.0,1.0,3.0,4.0,7.0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,,,4.0,7.0,3.0,3.0,1.0,,,3.0,,2.0,2.0,,,,,,,3.0,2.0,4.0,4.0,3.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1701077.0,1,6,2,30.0,2021-02-04,"(5.0, 12, 0.4166666666666667)",5.0,12,0.4166666666666667,0.11507290105024974
1697,246956.0,21170246956.0,17,2021,2021,17,1708.0,1700002021,170425521,1700001.0,1.0,2,39,0.27617496,0.13758302,Core A,5.0,2.0,2.0,,0.0,,2,2.0,2.0,,2.0,,2.0,,,,,2.0,2.0,,1.0,,,4.0,5.0,6.0,2.0,4.0,5.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,,,4.0,6.0,4.0,3.0,0.0,,,,,,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1701011.0,1,6,2,30.0,2021-02-18,"(6.0, 10, 0.6)",6.0,10,0.6,0.1657049775123596
1703,86085.0,21170086085.0,17,2021,2021,17,1702.0,1700002021,170577821,1700021.0,1.0,1,50,0.5975497,0.29768333,Core A,1.0,2.0,3.0,2.0,0.0,,2,2.0,2.0,,2.0,,1.0,,,,,2.0,3.0,,1.0,2.0,,3.0,7.0,6.0,4.0,2.0,7.0,5.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2016.0,1.0,4.0,7.0,3.0,2.0,0.0,,,,2.0,,,,,1.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1721011.0,1,6,2,37.0,2021-02-22,"(5.0, 10, 0.5)",5.0,10,0.5,0.2987748384475708
1704,371412.0,21170371412.0,17,2021,2021,17,1707.0,1700002021,172926021,1700001.0,3.0,1,24,3.0,1.4945201,Core A,1.0,1.0,1.0,,1.0,2.0,2,2.0,1.0,,2.0,,1.0,,,2.0,2.0,,,2.0,,,2.0,3.0,5.0,6.0,3.0,5.0,7.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,,,3.0,6.0,1.0,2.0,0.0,,,,4.0,,,,,1.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,,,,,,,,,,,,1.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1701019.0,1,6,2,37.0,2021-04-15,"(9.0, 10, 0.9)",9.0,10,0.9,2.7
1705,344289.0,21170344289.0,17,2021,2021,17,1709.0,1700002021,172859421,1700002.0,1.0,1,65,0.9212027,0.45891866,Core A,71.0,1.0,3.0,1.0,0.0,,2,2.0,2.0,,2.0,,2.0,,,,,3.0,2.0,,2.0,,,5.0,7.0,4.0,4.0,7.0,7.0,2.0,7.0,3.0,3.0,4.0,1.0,1.0,2.0,,,1.0,7.0,1.0,2.0,0.0,,,,4.0,2.0,2.0,4.0,,,,,,2.0,4.0,1.0,5.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1702001.0,1,6,2,37.0,2021-04-14,"(5.0, 11, 0.45454545454545453)",5.0,11,0.45454545454545453,0.4187285087325356
